何回,-1,-1,1000,名詞,一般,*,*,*,*,何回,何回,何回
回目,-1,-1,1000,名詞,一般,*,*,*,*,回目,回目,回目
何度,-1,-1,1000,名詞,一般,*,*,*,*,何度,何度,何度
セーラームーンミュージアム,-1,-1,1000,名詞,一般,*,*,*,*,セーラームーンミュージアム,セーラームーンミュージアム,セーラームーンミュージアム
美少女戦士セーラームーン,-1,-1,1000,名詞,一般,*,*,*,*,美少女戦士セーラームーン,美少女戦士セーラームーン,美少女戦士セーラームーン
当日券,-1,-1,1000,名詞,一般,*,*,*,*,当日券,当日券,当日券
美少女戦士,-1,-1,1000,名詞,一般,*,*,*,*,美少女戦士,美少女戦士,美少女戦士
セラクラさん,-1,-1,1000,名詞,一般,*,*,*,*,セラクラさん,セラクラさん,セラクラさん
お土産,-1,-1,1000,名詞,一般,*,*,*,*,お土産,お土産,お土産
泣きそう,-1,-1,1000,名詞,一般,*,*,*,*,泣きそう,泣きそう,泣きそう
缶バッチ,-1,-1,1000,名詞,一般,*,*,*,*,缶バッチ,缶バッチ,缶バッチ
水野亜美,-1,-1,1000,名詞,一般,*,*,*,*,水野亜美,水野亜美,水野亜美
期初日,-1,-1,1000,名詞,一般,*,*,*,*,期初日,期初日,期初日
オタ活,-1,-1,1000,名詞,一般,*,*,*,*,オタ活,オタ活,オタ活
劇場版,-1,-1,1000,名詞,一般,*,*,*,*,劇場版,劇場版,劇場版
お声,-1,-1,1000,名詞,一般,*,*,*,*,お声,お声,お声
体験会,-1,-1,1000,名詞,一般,*,*,*,*,体験会,体験会,体験会
先行体験,-1,-1,1000,名詞,一般,*,*,*,*,先行体験,先行体験,先行体験
乳福神,-1,-1,1000,名詞,一般,*,*,*,*,乳福神,乳福神,乳福神
大塚澪ちゃん,-1,-1,1000,名詞,一般,*,*,*,*,大塚澪ちゃん,大塚澪ちゃん,大塚澪ちゃん
オンライン配信,-1,-1,1000,名詞,一般,*,*,*,*,オンライン配信,オンライン配信,オンライン配信
全席指定,-1,-1,1000,名詞,一般,*,*,*,*,全席指定,全席指定,全席指定
出演：,-1,-1,1000,名詞,一般,*,*,*,*,出演：,出演：,出演：
桂文珍,-1,-1,1000,名詞,一般,*,*,*,*,桂文珍,桂文珍,桂文珍
天才ピアニスト,-1,-1,1000,名詞,一般,*,*,*,*,天才ピアニスト,天才ピアニスト,天才ピアニスト
新喜劇,-1,-1,1000,名詞,一般,*,*,*,*,新喜劇,新喜劇,新喜劇
酒井藍,-1,-1,1000,名詞,一般,*,*,*,*,酒井藍,酒井藍,酒井藍
辻本茂雄,-1,-1,1000,名詞,一般,*,*,*,*,辻本茂雄,辻本茂雄,辻本茂雄
池乃めだか,-1,-1,1000,名詞,一般,*,*,*,*,池乃めだか,池乃めだか,池乃めだか
山田花子,-1,-1,1000,名詞,一般,*,*,*,*,山田花子,山田花子,山田花子
桜井雅斗,-1,-1,1000,名詞,一般,*,*,*,*,桜井雅斗,桜井雅斗,桜井雅斗
日目,-1,-1,1000,名詞,一般,*,*,*,*,日目,日目,日目
屋さん,-1,-1,1000,名詞,一般,*,*,*,*,屋さん,屋さん,屋さん
お店,-1,-1,1000,名詞,一般,*,*,*,*,お店,お店,お店
芸人さん,-1,-1,1000,名詞,一般,*,*,*,*,芸人さん,芸人さん,芸人さん
吉本新喜劇,-1,-1,1000,名詞,一般,*,*,*,*,吉本新喜劇,吉本新喜劇,吉本新喜劇
ーめん亀王,-1,-1,1000,名詞,一般,*,*,*,*,ーめん亀王,ーめん亀王,ーめん亀王
亀王,-1,-1,1000,名詞,一般,*,*,*,*,亀王,亀王,亀王
千日前商店会,-1,-1,1000,名詞,一般,*,*,*,*,千日前商店会,千日前商店会,千日前商店会
道具屋筋商店街,-1,-1,1000,名詞,一般,*,*,*,*,道具屋筋商店街,道具屋筋商店街,道具屋筋商店街
日本橋筋商店会,-1,-1,1000,名詞,一般,*,*,*,*,日本橋筋商店会,日本橋筋商店会,日本橋筋商店会
大阪観光,-1,-1,1000,名詞,一般,*,*,*,*,大阪観光,大阪観光,大阪観光
祇園花月,-1,-1,1000,名詞,一般,*,*,*,*,祇園花月,祇園花月,祇園花月
漫才劇場,-1,-1,1000,名詞,一般,*,*,*,*,漫才劇場,漫才劇場,漫才劇場
発売中,-1,-1,1000,名詞,一般,*,*,*,*,発売中,発売中,発売中
開場　,-1,-1,1000,名詞,一般,*,*,*,*,開場　,開場　,開場　
回目,-1,-1,1000,名詞,一般,*,*,*,*,回目,回目,回目
お出番,-1,-1,1000,名詞,一般,*,*,*,*,お出番,お出番,お出番
当日券,-1,-1,1000,名詞,一般,*,*,*,*,当日券,当日券,当日券
海遊館,-1,-1,1000,名詞,一般,*,*,*,*,海遊館,海遊館,海遊館
大阪市,-1,-1,1000,名詞,一般,*,*,*,*,大阪市,大阪市,大阪市
大阪府,-1,-1,1000,名詞,一般,*,*,*,*,大阪府,大阪府,大阪府
霜降り明星,-1,-1,1000,名詞,一般,*,*,*,*,霜降り明星,霜降り明星,霜降り明星
出演情報,-1,-1,1000,名詞,一般,*,*,*,*,出演情報,出演情報,出演情報
出演者,-1,-1,1000,名詞,一般,*,*,*,*,出演者,出演者,出演者
／松浦,-1,-1,1000,名詞,一般,*,*,*,*,／松浦,／松浦,／松浦
先行受付,-1,-1,1000,名詞,一般,*,*,*,*,先行受付,先行受付,先行受付
①回目本公演,-1,-1,1000,名詞,一般,*,*,*,*,①回目本公演,①回目本公演,①回目本公演
②回目本公演,-1,-1,1000,名詞,一般,*,*,*,*,②回目本公演,②回目本公演,②回目本公演
本公演,-1,-1,1000,名詞,一般,*,*,*,*,本公演,本公演,本公演
／全公演,-1,-1,1000,名詞,一般,*,*,*,*,／全公演,／全公演,／全公演
グランド花月,-1,-1,1000,名詞,一般,*,*,*,*,グランド花月,グランド花月,グランド花月
吹奏楽部,-1,-1,1000,名詞,一般,*,*,*,*,吹奏楽部,吹奏楽部,吹奏楽部
階席,-1,-1,1000,名詞,一般,*,*,*,*,階席,階席,階席
当日¥,-1,-1,1000,名詞,一般,*,*,*,*,当日¥,当日¥,当日¥
セカンドシアター新喜劇,-1,-1,1000,名詞,一般,*,*,*,*,セカンドシアター新喜劇,セカンドシアター新喜劇,セカンドシアター新喜劇
一般発売,-1,-1,1000,名詞,一般,*,*,*,*,一般発売,一般発売,一般発売
ガクテンソク奥田,-1,-1,1000,名詞,一般,*,*,*,*,ガクテンソク奥田,ガクテンソク奥田,ガクテンソク奥田
こー,-1,-1,1000,名詞,一般,*,*,*,*,こー,こー,こー
年前,-1,-1,1000,名詞,一般,*,*,*,*,年前,年前,年前
公演情報,-1,-1,1000,名詞,一般,*,*,*,*,公演情報,公演情報,公演情報
年目,-1,-1,1000,名詞,一般,*,*,*,*,年目,年目,年目
匿名質問,-1,-1,1000,名詞,一般,*,*,*,*,匿名質問,匿名質問,匿名質問
募集中,-1,-1,1000,名詞,一般,*,*,*,*,募集中,募集中,募集中
秋開催,-1,-1,1000,名詞,一般,*,*,*,*,秋開催,秋開催,秋開催
開催決定,-1,-1,1000,名詞,一般,*,*,*,*,開催決定,開催決定,開催決定
道具屋,-1,-1,1000,名詞,一般,*,*,*,*,道具屋,道具屋,道具屋
なんばグランド花月出演：,-1,-1,1000,名詞,一般,*,*,*,*,なんばグランド花月出演：,なんばグランド花月出演：,なんばグランド花月出演：
ネタ→,-1,-1,1000,名詞,一般,*,*,*,*,ネタ→,ネタ→,ネタ→
／他新喜劇→酒井藍／内場勝則／未知やすえ／末成,-1,-1,1000,名詞,一般,*,*,*,*,／他新喜劇→酒井藍／内場勝則／未知やすえ／末成,／他新喜劇→酒井藍／内場勝則／未知やすえ／末成,／他新喜劇→酒井藍／内場勝則／未知やすえ／末成
なんばグランド花月出演：ネタ→中田カウス,-1,-1,1000,名詞,一般,*,*,*,*,なんばグランド花月出演：ネタ→中田カウス,なんばグランド花月出演：ネタ→中田カウス,なんばグランド花月出演：ネタ→中田カウス
指定席,-1,-1,1000,名詞,一般,*,*,*,*,指定席,指定席,指定席
会場：,-1,-1,1000,名詞,一般,*,*,*,*,会場：,会場：,会場：
お楽しみ,-1,-1,1000,名詞,一般,*,*,*,*,お楽しみ,お楽しみ,お楽しみ
マンゲキ,-1,-1,1000,名詞,一般,*,*,*,*,マンゲキ,マンゲキ,マンゲキ
芸人たち,-1,-1,1000,名詞,一般,*,*,*,*,芸人たち,芸人たち,芸人たち
西川のり,-1,-1,1000,名詞,一般,*,*,*,*,西川のり,西川のり,西川のり
お上方,-1,-1,1000,名詞,一般,*,*,*,*,お上方,お上方,お上方
座長週,-1,-1,1000,名詞,一般,*,*,*,*,座長週,座長週,座長週
　井,-1,-1,1000,名詞,一般,*,*,*,*,　井,　井,　井
　石,-1,-1,1000,名詞,一般,*,*,*,*,　石,　石,　石
開演会場,-1,-1,1000,名詞,一般,*,*,*,*,開演会場,開演会場,開演会場
／他,-1,-1,1000,名詞,一般,*,*,*,*,／他,／他,／他
イベント開催,-1,-1,1000,名詞,一般,*,*,*,*,イベント開催,イベント開催,イベント開催
福本愛菜,-1,-1,1000,名詞,一般,*,*,*,*,福本愛菜,福本愛菜,福本愛菜
ポケットミュージカルス,-1,-1,1000,名詞,一般,*,*,*,*,ポケットミュージカルス,ポケットミュージカルス,ポケットミュージカルス
ノスタルジック演芸,-1,-1,1000,名詞,一般,*,*,*,*,ノスタルジック演芸,ノスタルジック演芸,ノスタルジック演芸
①回,-1,-1,1000,名詞,一般,*,*,*,*,①回,①回,①回
②回,-1,-1,1000,名詞,一般,*,*,*,*,②回,②回,②回
音楽ナタリー,-1,-1,1000,名詞,一般,*,*,*,*,音楽ナタリー,音楽ナタリー,音楽ナタリー
お笑いナタリー,-1,-1,1000,名詞,一般,*,*,*,*,お笑いナタリー,お笑いナタリー,お笑いナタリー
マンゲキ極ドリームナイト,-1,-1,1000,名詞,一般,*,*,*,*,マンゲキ極ドリームナイト,マンゲキ極ドリームナイト,マンゲキ極ドリームナイト
奥田なんばグランド花月,-1,-1,1000,名詞,一般,*,*,*,*,奥田なんばグランド花月,奥田なんばグランド花月,奥田なんばグランド花月
ご来場,-1,-1,1000,名詞,一般,*,*,*,*,ご来場,ご来場,ご来場
／未知,-1,-1,1000,名詞,一般,*,*,*,*,／未知,／未知,／未知
やすえ／,-1,-1,1000,名詞,一般,*,*,*,*,やすえ／,やすえ／,やすえ／
ドリームナイト,-1,-1,1000,名詞,一般,*,*,*,*,ドリームナイト,ドリームナイト,ドリームナイト
／吉田,-1,-1,1000,名詞,一般,*,*,*,*,／吉田,／吉田,／吉田
／他新喜劇,-1,-1,1000,名詞,一般,*,*,*,*,／他新喜劇,／他新喜劇,／他新喜劇
景子／,-1,-1,1000,名詞,一般,*,*,*,*,景子／,景子／,景子／
千葉公平,-1,-1,1000,名詞,一般,*,*,*,*,千葉公平,千葉公平,千葉公平
円／他,-1,-1,1000,名詞,一般,*,*,*,*,円／他,円／他,円／他
日水,-1,-1,1000,名詞,一般,*,*,*,*,日水,日水,日水
生中継,-1,-1,1000,名詞,一般,*,*,*,*,生中継,生中継,生中継
テレビ放送,-1,-1,1000,名詞,一般,*,*,*,*,テレビ放送,テレビ放送,テレビ放送
ご縁,-1,-1,1000,名詞,一般,*,*,*,*,ご縁,ご縁,ご縁
メインステージ,-1,-1,1000,名詞,一般,*,*,*,*,メインステージ,メインステージ,メインステージ
出演アーティスト,-1,-1,1000,名詞,一般,*,*,*,*,出演アーティスト,出演アーティスト,出演アーティスト
ウルトラジャパン,-1,-1,1000,名詞,一般,*,*,*,*,ウルトラジャパン,ウルトラジャパン,ウルトラジャパン
年ぶり,-1,-1,1000,名詞,一般,*,*,*,*,年ぶり,年ぶり,年ぶり
お台場,-1,-1,1000,名詞,一般,*,*,*,*,お台場,お台場,お台場
ロゴ入り,-1,-1,1000,名詞,一般,*,*,*,*,ロゴ入り,ロゴ入り,ロゴ入り
タフ腕時計,-1,-1,1000,名詞,一般,*,*,*,*,タフ腕時計,タフ腕時計,タフ腕時計
お楽しみ,-1,-1,1000,名詞,一般,*,*,*,*,お楽しみ,お楽しみ,お楽しみ
山下智久,-1,-1,1000,名詞,一般,*,*,*,*,山下智久,山下智久,山下智久
日目,-1,-1,1000,名詞,一般,*,*,*,*,日目,日目,日目
ダンスミュージック,-1,-1,1000,名詞,一般,*,*,*,*,ダンスミュージック,ダンスミュージック,ダンスミュージック
ハネキン,-1,-1,1000,名詞,一般,*,*,*,*,ハネキン,ハネキン,ハネキン
シルバーウィーク,-1,-1,1000,名詞,一般,*,*,*,*,シルバーウィーク,シルバーウィーク,シルバーウィーク
日本初,-1,-1,1000,名詞,一般,*,*,*,*,日本初,日本初,日本初
ブルーレイ,-1,-1,1000,名詞,一般,*,*,*,*,ブルーレイ,ブルーレイ,ブルーレイ
アップルイベント,-1,-1,1000,名詞,一般,*,*,*,*,アップルイベント,アップルイベント,アップルイベント
耐久レース,-1,-1,1000,名詞,一般,*,*,*,*,耐久レース,耐久レース,耐久レース
特設会場,-1,-1,1000,名詞,一般,*,*,*,*,特設会場,特設会場,特設会場
初披露,-1,-1,1000,名詞,一般,*,*,*,*,初披露,初披露,初披露
鈴木敏夫,-1,-1,1000,名詞,一般,*,*,*,*,鈴木敏夫,鈴木敏夫,鈴木敏夫
湯婆婆,-1,-1,1000,名詞,一般,*,*,*,*,湯婆婆,湯婆婆,湯婆婆
天王洲,-1,-1,1000,名詞,一般,*,*,*,*,天王洲,天王洲,天王洲
ジブリ展,-1,-1,1000,名詞,一般,*,*,*,*,ジブリ展,ジブリ展,ジブリ展
鈴木さん,-1,-1,1000,名詞,一般,*,*,*,*,鈴木さん,鈴木さん,鈴木さん
冨樫義博展,-1,-1,1000,名詞,一般,*,*,*,*,冨樫義博展,冨樫義博展,冨樫義博展
セーラームーン,-1,-1,1000,名詞,一般,*,*,*,*,セーラームーン,セーラームーン,セーラームーン
冨樫先生,-1,-1,1000,名詞,一般,*,*,*,*,冨樫先生,冨樫先生,冨樫先生
ハンターハンター,-1,-1,1000,名詞,一般,*,*,*,*,ハンターハンター,ハンターハンター,ハンターハンター
ゴンさん,-1,-1,1000,名詞,一般,*,*,*,*,ゴンさん,ゴンさん,ゴンさん
予約完了,-1,-1,1000,名詞,一般,*,*,*,*,予約完了,予約完了,予約完了
冨樫義博,-1,-1,1000,名詞,一般,*,*,*,*,冨樫義博,冨樫義博,冨樫義博
チケット発券,-1,-1,1000,名詞,一般,*,*,*,*,チケット発券,チケット発券,チケット発券
